Monitoring Location ID	Activity ID	Activity Type	Activity Start Date	Activity Start Time	Sample Collection Method ID	Sample Collection Equipment Name	Sample Collection Equipment Comment	Characteristic Name	Method Speciation	Result Detection Condition	Result Value	Result Unit	Result Sample Fraction	Result Analytical Method ID	Result Analytical Method Context	Result Detection Limit Type	Result Detection Limit Value	Result Detection Limit Unit
RKS	RKS180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:09	1002	Probe/Sensor	HACH CDC401	Temperature, water			23.7	deg C		2550	APHA			
RKS	RKS180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:09	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.97	mg/l		8157	HACH			
RKS	RKS180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:09	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			99.8	%		8157	HACH			
RKS	RKS180109:FM:WB:	Field Msr/Obs	01/09/2018	09:09	1002	Water Bottle	HACH 2100Q	Turbidity			12.40	NTU		180.1	USEPA			
RKS	RKS180109:FM:PS:PH:	Field Msr/Obs	01/09/2018	09:09	1002	Probe/Sensor	HACH PHC101	pH			8.15	None		8156	HACH			
RKS	RKS180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:09	1002	Probe/Sensor	HACH CDC401	Salinity			34.5	ppt		8160	HACH			
RKS	RKS180109:SR:WB:	Sample-Routine	01/09/2018	09:09	1002	Water Bottle		Total Nitrogen, mixed forms	as N		80.58	ug/l	Filtered, field	4500-N	APHA			
RKS	RKS180109:SR:WB:	Sample-Routine	01/09/2018	09:09	1002	Water Bottle		Total Phosphorus, mixed forms	as P		15.83	ug/l	Filtered, field	4500-P	APHA			
RKS	RKS180109:SR:WB:	Sample-Routine	01/09/2018	09:09	1002	Water Bottle		Orthophosphate	as P		5.50	ug/l	Filtered, field	365.5	USEPA			
RKS	RKS180109:SR:WB:	Sample-Routine	01/09/2018	09:09	1002	Water Bottle		Silicate			130.40	ug/l	Filtered, field	366	USEPA			
RKS	RKS180109:SR:WB:	Sample-Routine	01/09/2018	09:09	1002	Water Bottle		Nitrate + Nitrite	as N		5.57	ug/l	Filtered, field	353.4	USEPA			
RKS	RKS180109:SR:WB:	Sample-Routine	01/09/2018	09:09	1002	Water Bottle		Ammonium	as N		3.05	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
KCP	KCP180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:20	1002	Probe/Sensor	HACH CDC401	Temperature, water			24.5	deg C		2550	APHA			
KCP	KCP180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:20	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.57	mg/l		8157	HACH			
KCP	KCP180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:20	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			94.0	%		8157	HACH			
KCP	KCP180109:FM:WB:	Field Msr/Obs	01/09/2018	09:20	1002	Water Bottle	HACH 2100Q	Turbidity			4.35	NTU		180.1	USEPA			
KCP	KCP180109:FM:PS:PH:	Field Msr/Obs	01/09/2018	09:20	1002	Probe/Sensor	HACH PHC101	pH			8.12	None		8156	HACH			
KCP	KCP180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:20	1002	Probe/Sensor	HACH CDC401	Salinity			31.4	ppt		8160	HACH			
KCP	KCP180109:SR:WB:	Sample-Routine	01/09/2018	09:20	1002	Water Bottle		Total Nitrogen, mixed forms	as N		608.09	ug/l	Filtered, field	4500-N	APHA			
KCP	KCP180109:SR:WB:	Sample-Routine	01/09/2018	09:20	1002	Water Bottle		Total Phosphorus, mixed forms	as P		37.32	ug/l	Filtered, field	4500-P	APHA			
KCP	KCP180109:SR:WB:	Sample-Routine	01/09/2018	09:20	1002	Water Bottle		Orthophosphate	as P		33.36	ug/l	Filtered, field	365.5	USEPA			
KCP	KCP180109:SR:WB:	Sample-Routine	01/09/2018	09:20	1002	Water Bottle		Silicate			2149.95	ug/l	Filtered, field	366	USEPA			
KCP	KCP180109:SR:WB:	Sample-Routine	01/09/2018	09:20	1002	Water Bottle		Nitrate + Nitrite	as N		506.57	ug/l	Filtered, field	353.4	USEPA			
KCP	KCP180109:SR:WB:	Sample-Routine	01/09/2018	09:20	1002	Water Bottle		Ammonium	as N		12.62	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
RAB	RAB180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:26	1002	Probe/Sensor	HACH CDC401	Temperature, water			24.8	deg C		2550	APHA			
RAB	RAB180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:26	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.64	mg/l		8157	HACH			
RAB	RAB180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:26	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			96.8	%		8157	HACH			
RAB	RAB180109:FM:WB:	Field Msr/Obs	01/09/2018	09:26	1002	Water Bottle	HACH 2100Q	Turbidity			1.42	NTU		180.1	USEPA			
RAB	RAB180109:FM:PS:PH:	Field Msr/Obs	01/09/2018	09:26	1002	Probe/Sensor	HACH PHC101	pH			8.17	None		8156	HACH			
RAB	RAB180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:26	1002	Probe/Sensor	HACH CDC401	Salinity			34.2	ppt		8160	HACH			
