Monitoring Location ID	Activity ID	Activity Type	Activity Start Date	Activity Start Time	Project ID 1	Project ID 2	Sample Collection Method ID	Sample Collection Equipment Name	Sample Collection Equipment Comment	Characteristic Name	Method Speciation	Result Detection Condition	Result Value	Result Unit	Result Sample Fraction	Result Analytical Method ID	Result Analytical Method Context	Result Detection Limit Type	Result Detection Limit Value	Result Detection Limit Unit
RNS	RNS260106:FM:PS:TS:	Field Msr/Obs	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Temperature, water			24.6	deg C		2550	APHA			
RNS	RNS260106:FM:PS:DO:	Field Msr/Obs	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.79	mg/l		8157	HACH			
RNS	RNS260106:FM:PS:DO:	Field Msr/Obs	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			99.5	%		8157	HACH			
RNS	RNS260106:FM:WB:	Field Msr/Obs	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Water Bottle	HACH 2100Q	Turbidity			1.15	NTU		180.1	USEPA			
RNS	RNS260106:FM:PS:PH:	Field Msr/Obs	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH PHC101	pH			8.11	None		8156	HACH			
RNS	RNS260106:FM:PS:TS:	Field Msr/Obs	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Salinity			35.5	ppt		8160	HACH			
RNS	RNS260106:SR:WB:	Sample-Routine	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Nitrogen, mixed forms	as N		74.97	ug/l	Filtered, field	4500-N	APHA			
RNS	RNS260106:SR:WB:	Sample-Routine	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Phosphorus, mixed forms	as P		10.24	ug/l	Filtered, field	4500-P	APHA			
RNS	RNS260106:SR:WB:	Sample-Routine	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Water Bottle		Orthophosphate	as P		5.52	ug/l	Filtered, field	365.5	USEPA			
RNS	RNS260106:SR:WB:	Sample-Routine	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Water Bottle		Silicate			68.03	ug/l	Filtered, field	366.0	USEPA			
RNS	RNS260106:SR:WB:	Sample-Routine	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Water Bottle		Nitrate + Nitrite	as N		4.06	ug/l	Filtered, field	353.4	USEPA			
RNS	RNS260106:SR:WB:	Sample-Routine	01/06/2026	08:00	HUI_PCHEM	EPABEACH	1002	Water Bottle		Ammonium	as N		1.49	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
RPO	RPO260106:FM:PS:TS:	Field Msr/Obs	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Temperature, water			24.3	deg C		2550	APHA			
RPO	RPO260106:FM:PS:DO:	Field Msr/Obs	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.77	mg/l		8157	HACH			
RPO	RPO260106:FM:PS:DO:	Field Msr/Obs	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			98.6	%		8157	HACH			
RPO	RPO260106:FM:WB:	Field Msr/Obs	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Water Bottle	HACH 2100Q	Turbidity			5.57	NTU		180.1	USEPA			
RPO	RPO260106:FM:PS:PH:	Field Msr/Obs	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH PHC101	pH			8.12	None		8156	HACH			
RPO	RPO260106:FM:PS:TS:	Field Msr/Obs	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Salinity			35.6	ppt		8160	HACH			
RPO	RPO260106:SR:WB:	Sample-Routine	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Nitrogen, mixed forms	as N		69.90	ug/l	Filtered, field	4500-N	APHA			
RPO	RPO260106:SR:WB:	Sample-Routine	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Phosphorus, mixed forms	as P		12.66	ug/l	Filtered, field	4500-P	APHA			
RPO	RPO260106:SR:WB:	Sample-Routine	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Water Bottle		Orthophosphate	as P		8.55	ug/l	Filtered, field	365.5	USEPA			
RPO	RPO260106:SR:WB:	Sample-Routine	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Water Bottle		Silicate			193.65	ug/l	Filtered, field	366.0	USEPA			
RPO	RPO260106:SR:WB:	Sample-Routine	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Water Bottle		Nitrate + Nitrite	as N		16.51	ug/l	Filtered, field	353.4	USEPA			
RPO	RPO260106:SR:WB:	Sample-Routine	01/06/2026	08:30	HUI_PCHEM	EPABEACH	1002	Water Bottle		Ammonium	as N		1.45	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
RKS	RKS260106:FM:PS:TS:	Field Msr/Obs	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Temperature, water			24.8	deg C		2550	APHA			
RKS	RKS260106:FM:PS:DO:	Field Msr/Obs	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.80	mg/l		8157	HACH			
RKS	RKS260106:FM:PS:DO:	Field Msr/Obs	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			99.7	%		8157	HACH			
RKS	RKS260106:FM:WB:	Field Msr/Obs	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Water Bottle	HACH 2100Q	Turbidity			3.31	NTU		180.1	USEPA			
RKS	RKS260106:FM:PS:PH:	Field Msr/Obs	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH PHC101	pH			8.14	None		8156	HACH			
RKS	RKS260106:FM:PS:TS:	Field Msr/Obs	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Salinity			35.2	ppt		8160	HACH			
RKS	RKS260106:SR:WB:	Sample-Routine	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Nitrogen, mixed forms	as N		79.78	ug/l	Filtered, field	4500-N	APHA			
RKS	RKS260106:SR:WB:	Sample-Routine	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Phosphorus, mixed forms	as P		11.31	ug/l	Filtered, field	4500-P	APHA			
RKS	RKS260106:SR:WB:	Sample-Routine	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Orthophosphate	as P		7.03	ug/l	Filtered, field	365.5	USEPA			
RKS	RKS260106:SR:WB:	Sample-Routine	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Silicate			187.58	ug/l	Filtered, field	366.0	USEPA			
RKS	RKS260106:SR:WB:	Sample-Routine	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Nitrate + Nitrite	as N		18.00	ug/l	Filtered, field	353.4	USEPA			
RKS	RKS260106:SR:WB:	Sample-Routine	01/06/2026	08:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Ammonium	as N		0.60	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
