Monitoring Location ID	Activity ID	Activity Type	Activity Start Date	Activity Start Time	Project ID 1	Project ID 2	Sample Collection Method ID	Sample Collection Equipment Name	Sample Collection Equipment Comment	Characteristic Name	Method Speciation	Result Detection Condition	Result Value	Result Unit	Result Sample Fraction	Result Analytical Method ID	Result Analytical Method Context	Result Detection Limit Type	Result Detection Limit Value	Result Detection Limit Unit
PFF	PFF221221:FM:PS:TS:	Field Msr/Obs	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Temperature, water			24.4	deg C		2550	APHA			
PFF	PFF221221:FM:PS:DO:	Field Msr/Obs	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.36	mg/l		8157	HACH			
PFF	PFF221221:FM:PS:DO:	Field Msr/Obs	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			93.4	%		8157	HACH			
PFF	PFF221221:FM:WB:	Field Msr/Obs	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Water Bottle	HACH 2100Q	Turbidity			4.21	NTU		180.1	USEPA			
PFF	PFF221221:FM:PS:PH:	Field Msr/Obs	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH PHC101	pH			8.15	None		8156	HACH			
PFF	PFF221221:FM:PS:TS:	Field Msr/Obs	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Salinity			35.6	ppt		8160	HACH			
PFF	PFF221221:SR:WB:	Sample-Routine	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Nitrogen, mixed forms	as N		105.55	ug/l	Filtered, field	4500-N	APHA			
PFF	PFF221221:SR:WB:	Sample-Routine	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Phosphorus, mixed forms	as P		11.90	ug/l	Filtered, field	4500-P	APHA			
PFF	PFF221221:SR:WB:	Sample-Routine	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Water Bottle		Orthophosphate	as P		8.48	ug/l	Filtered, field	365.5	USEPA			
PFF	PFF221221:SR:WB:	Sample-Routine	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Water Bottle		Silicate			457.41	ug/l	Filtered, field	366.0	USEPA			
PFF	PFF221221:SR:WB:	Sample-Routine	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Water Bottle		Nitrate + Nitrite	as N		16.80	ug/l	Filtered, field	353.4	USEPA			
PFF	PFF221221:SR:WB:	Sample-Routine	12/21/2022	08:15	HUI_PCHEM	EPABEACH	1002	Water Bottle		Ammonium	as N		5.88	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
PLH	PLH221221:FM:PS:TS:	Field Msr/Obs	12/21/2022	08:40	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Temperature, water			24.6	deg C		2550	APHA			
