Monitoring Location ID	Activity ID	Activity Type	Activity Start Date	Activity Start Time	Sample Collection Method ID	Sample Collection Equipment Name	Sample Collection Equipment Comment	Characteristic Name	Method Speciation	Result Detection Condition	Result Value	Result Unit	Result Sample Fraction	Result Analytical Method ID	Result Analytical Method Context	Result Detection Limit Type	Result Detection Limit Value	Result Detection Limit Unit
NMH	NMH200924:FM:PS:TS:	Field Msr/Obs	09/24/2020	07:45	1002	Probe/Sensor	HACH CDC401	Temperature, water			26.0	deg C		2550	APHA			
NMH	NMH200924:FM:PS:DO:	Field Msr/Obs	09/24/2020	07:45	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.41	mg/l		8157	HACH			
NMH	NMH200924:FM:PS:DO:	Field Msr/Obs	09/24/2020	07:45	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			95.5	%		8157	HACH			
NMH	NMH200924:FM:WB:	Field Msr/Obs	09/24/2020	07:45	1002	Water Bottle	HACH 2100Q	Turbidity			1.44	NTU		180.1	USEPA			
NMH	NMH200924:FM:PS:PH:	Field Msr/Obs	09/24/2020	07:45	1002	Probe/Sensor	HACH PHC101	pH			8.05	None		8156	HACH			
NMH	NMH200924:FM:PS:TS:	Field Msr/Obs	09/24/2020	07:45	1002	Probe/Sensor	HACH CDC401	Salinity			34.2	ppt		8160	HACH			
NMH	NMH200924:SR:WB:	Sample-Routine	09/24/2020	07:45	1002	Water Bottle		Total Nitrogen, mixed forms	as N		169.62	ug/l	Filtered, field	4500-N	APHA			
NMH	NMH200924:SR:WB:	Sample-Routine	09/24/2020	07:45	1002	Water Bottle		Total Phosphorus, mixed forms	as P		12.93	ug/l	Filtered, field	4500-P	APHA			
NMH	NMH200924:SR:WB:	Sample-Routine	09/24/2020	07:45	1002	Water Bottle		Orthophosphate	as P		9.16	ug/l	Filtered, field	365.5	USEPA			
NMH	NMH200924:SR:WB:	Sample-Routine	09/24/2020	07:45	1002	Water Bottle		Silicate			616.18	ug/l	Filtered, field	366	USEPA			
NMH	NMH200924:SR:WB:	Sample-Routine	09/24/2020	07:45	1002	Water Bottle		Nitrate + Nitrite	as N		82.52	ug/l	Filtered, field	353.4	USEPA			
NMH	NMH200924:SR:WB:	Sample-Routine	09/24/2020	07:45	1002	Water Bottle		Ammonium	as N		12.29	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
NMC	NMC200924:FM:PS:TS:	Field Msr/Obs	09/24/2020	08:10	1002	Probe/Sensor	HACH CDC401	Temperature, water			26.3	deg C		2550	APHA			
NMC	NMC200924:FM:PS:DO:	Field Msr/Obs	09/24/2020	08:10	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.87	mg/l		8157	HACH			
NMC	NMC200924:FM:PS:DO:	Field Msr/Obs	09/24/2020	08:10	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			102.5	%		8157	HACH			
NMC	NMC200924:FM:WB:	Field Msr/Obs	09/24/2020	08:10	1002	Water Bottle	HACH 2100Q	Turbidity			3.29	NTU		180.1	USEPA			
NMC	NMC200924:FM:PS:PH:	Field Msr/Obs	09/24/2020	08:10	1002	Probe/Sensor	HACH PHC101	pH			8.03	None		8156	HACH			
NMC	NMC200924:FM:PS:TS:	Field Msr/Obs	09/24/2020	08:10	1002	Probe/Sensor	HACH CDC401	Salinity			33.5	ppt		8160	HACH			
NMC	NMC200924:SR:WB:	Sample-Routine	09/24/2020	08:10	1002	Water Bottle		Total Nitrogen, mixed forms	as N		240.67	ug/l	Filtered, field	4500-N	APHA			
NMC	NMC200924:SR:WB:	Sample-Routine	09/24/2020	08:10	1002	Water Bottle		Total Phosphorus, mixed forms	as P		10.63	ug/l	Filtered, field	4500-P	APHA			
NMC	NMC200924:SR:WB:	Sample-Routine	09/24/2020	08:10	1002	Water Bottle		Orthophosphate	as P		6.93	ug/l	Filtered, field	365.5	USEPA			
