Monitoring Location ID	Activity ID	Activity Type	Activity Start Date	Activity Start Time	Project ID 1	Project ID 2	Sample Collection Method ID	Sample Collection Equipment Name	Sample Collection Equipment Comment	Characteristic Name	Method Speciation	Result Detection Condition	Result Value	Result Unit	Result Sample Fraction	Result Analytical Method ID	Result Analytical Method Context	Result Detection Limit Type	Result Detection Limit Value	Result Detection Limit Unit
NMP	NMP250930:FM:PS:TS:	Field Msr/Obs	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Temperature, water			26.3	deg C		2550	APHA			
NMP	NMP250930:FM:PS:DO:	Field Msr/Obs	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.57	mg/l		8157	HACH			
NMP	NMP250930:FM:PS:DO:	Field Msr/Obs	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			98.0	%		8157	HACH			
NMP	NMP250930:FM:WB:	Field Msr/Obs	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Water Bottle	HACH 2100Q	Turbidity			18.37	NTU		180.1	USEPA			
NMP	NMP250930:FM:PS:PH:	Field Msr/Obs	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH PHC101	pH			8.10	None		8156	HACH			
NMP	NMP250930:FM:PS:TS:	Field Msr/Obs	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Salinity			34.7	ppt		8160	HACH			
NMP	NMP250930:SR:WB:	Sample-Routine	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Nitrogen, mixed forms	as N		273.96	ug/l	Filtered, field	4500-N	APHA			
NMP	NMP250930:SR:WB:	Sample-Routine	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Total Phosphorus, mixed forms	as P		13.46	ug/l	Filtered, field	4500-P	APHA			
NMP	NMP250930:SR:WB:	Sample-Routine	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Orthophosphate	as P		11.77	ug/l	Filtered, field	365.5	USEPA			
NMP	NMP250930:SR:WB:	Sample-Routine	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Silicate			1868.59	ug/l	Filtered, field	366.0	USEPA			
NMP	NMP250930:SR:WB:	Sample-Routine	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Nitrate + Nitrite	as N		152.30	ug/l	Filtered, field	353.4	USEPA			
NMP	NMP250930:SR:WB:	Sample-Routine	09/30/2025	07:55	HUI_PCHEM	EPABEACH	1002	Water Bottle		Ammonium	as N		1.06	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
NKN	NKN250930:FM:PS:TS:	Field Msr/Obs	09/30/2025	08:20	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH CDC401	Temperature, water			27.2	deg C		2550	APHA			
NKN	NKN250930:FM:PS:DO:	Field Msr/Obs	09/30/2025	08:20	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			5.94	mg/l		8157	HACH			
NKN	NKN250930:FM:PS:DO:	Field Msr/Obs	09/30/2025	08:20	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			90.1	%		8157	HACH			
NKN	NKN250930:FM:WB:	Field Msr/Obs	09/30/2025	08:20	HUI_PCHEM	EPABEACH	1002	Water Bottle	HACH 2100Q	Turbidity			8.93	NTU		180.1	USEPA			
NKN	NKN250930:FM:PS:PH:	Field Msr/Obs	09/30/2025	08:20	HUI_PCHEM	EPABEACH	1002	Probe/Sensor	HACH PHC101	pH			8.09	None		8156	HACH			
